country,admin_1,market,latitude,longitude,period_date,currency,product,value,temp_mean,temp_max,temp_min,precipitation,humidity
Ethiopia,Oromia,Chiro,9.08,40.87,2022-10-01,ETB,livestock_goat,2300.0,21.5,30.56,13.85,0.72,60.38
Ethiopia,Oromia,Chiro,9.08,40.87,2022-10-01,ETB,maize,3500.0,21.5,30.56,13.85,0.72,60.38
Ethiopia,Afar,Dalifagi,10.62,40.31,2022-10-01,ETB,livestock_goat,2550.0,18.89,24.78,11.03,4.33,68.58
Ethiopia,Afar,Dalifagi,10.62,40.31,2022-10-01,ETB,maize,3600.0,18.89,24.78,11.03,4.33,68.58
Ethiopia,SNNPR,Dalocha,7.79,38.25,2022-10-01,ETB,maize,3050.0,13.8,20.56,5.69,2.41,81.64
Ethiopia,SNNPR,Dalocha,7.79,38.25,2022-10-01,ETB,wheat,4040.0,13.8,20.56,5.69,2.41,81.64
Ethiopia,Amhara,Debark,13.16,37.9,2022-10-01,ETB,livestock_goat,4127.1,15.61,22.33,8.16,2.38,70.95
Ethiopia,Amhara,Debark,13.16,37.9,2022-10-01,ETB,maize,2840.65,15.61,22.33,8.16,2.38,70.95
Ethiopia,Amhara,Debre Markos,10.33,37.73,2022-10-01,ETB,wheat,3774.52,16.01,22.85,7.64,3.87,80.16
Ethiopia,Oromia,Deder,9.32,41.42,2022-10-01,ETB,livestock_goat,3500.0,22.93,31.37,15.17,0.44,52.19
Ethiopia,Oromia,Deder,9.32,41.42,2022-10-01,ETB,maize,3600.0,22.93,31.37,15.17,0.44,52.19
Ethiopia,Amhara,Dessie,11.13,39.63,2022-10-01,ETB,livestock_goat,9364.84,12.07,18.41,5.03,3.44,81.35
Ethiopia,Amhara,Dessie,11.13,39.63,2022-10-01,ETB,maize,2879.68,12.07,18.41,5.03,3.44,81.35
Ethiopia,SNNPR,Dila,6.41,38.31,2022-10-01,ETB,livestock_goat,5100.0,20.12,26.77,13.19,7.05,78.47
Ethiopia,SNNPR,Dila,6.41,38.31,2022-10-01,ETB,maize,3371.0,20.12,26.77,13.19,7.05,78.47
Ethiopia,SNNPR,Dila,6.41,38.31,2022-10-01,ETB,wheat,4450.0,20.12,26.77,13.19,7.05,78.47
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2022-10-01,ETB,livestock_goat,3800.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2022-10-01,ETB,maize,3400.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2022-10-01,ETB,wheat,2563.97,21.02,30.0,13.47,0.68,56.83
Ethiopia,Somali,Dolo Ado,4.42,41.42,2022-10-01,ETB,livestock_goat,7200.0,26.02,33.63,18.7,1.26,57.88
Ethiopia,Somali,Dolo Ado,4.42,41.42,2022-10-01,ETB,maize,3700.0,26.02,33.63,18.7,1.26,57.88
Ethiopia,Amhara,Ebinat,12.13,38.05,2022-10-01,ETB,livestock_goat,3235.0,17.11,22.92,10.91,1.68,66.81
Ethiopia,Somali,Filtu,5.11,40.65,2022-10-01,ETB,livestock_goat,7000.0,24.62,32.81,17.52,0.99,58.53
Ethiopia,Somali,Filtu,5.11,40.65,2022-10-01,ETB,maize,3500.0,24.62,32.81,17.52,0.99,58.53
Ethiopia,Gambela,Gambela,8.25,34.58,2022-10-01,ETB,maize,2200.0,24.51,32.04,19.55,5.72,80.74
Ethiopia,B. Gumuz,Gilgelbeles,11.16,36.34,2022-10-01,ETB,livestock_goat,4600.0,21.81,28.79,16.38,7.18,81.89
Ethiopia,Oromia,Ginnir,7.13,40.72,2022-10-01,ETB,livestock_goat,2500.0,19.09,27.14,13.04,3.85,75.62
Ethiopia,Oromia,Ginnir,7.13,40.72,2022-10-01,ETB,maize,3000.0,19.09,27.14,13.04,3.85,75.62
Ethiopia,Oromia,Girawa,9.13,41.84,2022-10-01,ETB,livestock_goat,2500.0,20.93,30.57,12.57,0.89,64.31
Ethiopia,Oromia,Girawa,9.13,41.84,2022-10-01,ETB,maize,3500.0,20.93,30.57,12.57,0.89,64.31
Ethiopia,Somali,Gode,6.02,43.13,2022-10-01,ETB,livestock_goat,6000.0,29.43,36.83,22.46,0.35,48.57
Ethiopia,Somali,Gode,6.02,43.13,2022-10-01,ETB,maize,4800.0,29.43,36.83,22.46,0.35,48.57
Ethiopia,Somali,Gode,6.02,43.13,2022-10-01,ETB,sorghum,88.28,29.43,36.83,22.46,0.35,48.57
Ethiopia,Oromia,Gohatsiyon/GebreGuracha,10.0,38.25,2022-10-01,ETB,livestock_goat,3200.0,18.57,25.24,10.15,1.7,69.39
Ethiopia,Oromia,Gohatsiyon/GebreGuracha,10.0,38.25,2022-10-01,ETB,maize,3250.0,18.57,25.24,10.15,1.7,69.39
Ethiopia,Harari,Harar,9.31,42.12,2022-10-01,ETB,livestock_goat,3400.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Harari,Harar,9.31,42.12,2022-10-01,ETB,maize,3600.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Oromia,Haromaya,9.42,42.03,2022-10-01,ETB,livestock_goat,3200.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Oromia,Haromaya,9.42,42.03,2022-10-01,ETB,maize,3400.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,SNNPR,Hawassa,7.05,38.47,2022-10-01,ETB,maize,3100.0,15.16,21.75,8.18,5.95,83.36
Ethiopia,SNNPR,Hawassa,7.05,38.47,2022-10-01,ETB,wheat,4600.0,15.16,21.75,8.18,5.95,83.36
Ethiopia,SNNPR,Hossana,7.58,37.88,2022-10-01,ETB,maize,3070.0,17.74,24.88,9.38,3.64,76.51
Ethiopia,SNNPR,Hossana,7.58,37.88,2022-10-01,ETB,wheat,4200.0,17.74,24.88,9.38,3.64,76.51
Ethiopia,Somali,Jijiga,9.33,42.82,2022-10-01,ETB,livestock_goat,6000.0,20.52,29.06,12.74,1.15,58.23
Ethiopia,Somali,Jijiga,9.33,42.82,2022-10-01,ETB,maize,5400.0,20.52,29.06,12.74,1.15,58.23
Ethiopia,Oromia,Jimma,7.67,36.83,2022-10-01,ETB,wheat,4532.09,17.19,23.02,10.15,2.9,83.04
Ethiopia,SNNPR,Jinka,5.79,36.57,2022-10-01,ETB,livestock_goat,4000.0,21.6,29.45,15.95,4.5,70.28
Ethiopia,SNNPR,Jinka,5.79,36.57,2022-10-01,ETB,maize,2700.0,21.6,29.45,15.95,4.5,70.28
Ethiopia,SNNPR,Karati,5.25,37.48,2022-10-01,ETB,livestock_goat,2400.0,22.34,30.57,15.51,2.6,63.17
Ethiopia,SNNPR,Karati,5.25,37.48,2022-10-01,ETB,maize,3500.0,22.34,30.57,15.51,2.6,63.17
Ethiopia,Somali,Kebri Dehar,6.74,44.28,2022-10-01,ETB,livestock_goat,6500.0,28.37,36.45,21.32,0.84,51.95
Ethiopia,Somali,Kebri Dehar,6.74,44.28,2022-10-01,ETB,maize,3400.0,28.37,36.45,21.32,0.84,51.95
Ethiopia,SNNPR,Key Afer,5.52,36.73,2022-10-01,ETB,livestock_goat,3400.0,26.46,34.87,19.61,2.78,55.45
Ethiopia,Amhara,Kobo,12.15,39.63,2022-10-01,ETB,livestock_goat,4118.0,14.03,20.57,6.9,1.45,75.04
Ethiopia,Amhara,Kobo,12.15,39.63,2022-10-01,ETB,maize,2899.0,14.03,20.57,6.9,1.45,75.04
Ethiopia,Gambela,Kowerneng/Korgang,8.33,33.95,2022-10-01,ETB,livestock_goat,2000.0,26.04,33.12,20.39,4.08,78.54
Ethiopia,Gambela,Kowerneng/Korgang,8.33,33.95,2022-10-01,ETB,maize,3000.0,26.04,33.12,20.39,4.08,78.54
Ethiopia,Oromia,Mechara,8.6,40.32,2022-10-01,ETB,livestock_goat,2000.0,21.17,30.27,14.06,1.06,65.46
Ethiopia,Oromia,Mechara,8.6,40.32,2022-10-01,ETB,maize,3000.0,21.17,30.27,14.06,1.06,65.46
Ethiopia,Tigray,Mekele,13.5,39.48,2022-10-01,ETB,livestock_goat,3489.0,16.31,24.53,8.66,2.55,72.68
Ethiopia,Tigray,Mekele,13.5,39.48,2022-10-01,ETB,maize,9300.0,16.31,24.53,8.66,2.55,72.68
Ethiopia,Tigray,Mekele,13.5,39.48,2022-10-01,ETB,wheat,10500.0,16.31,24.53,8.66,2.55,72.68
Ethiopia,Gambela,Meti,7.23,35.32,2022-10-01,ETB,maize,2200.0,18.0,23.89,12.95,4.97,85.09
Ethiopia,Oromia,Moyale,3.53,39.04,2022-10-01,ETB,livestock_goat,6700.0,25.61,34.08,17.73,1.12,53.85
Ethiopia,Oromia,Moyale,3.53,39.04,2022-10-01,ETB,maize,3600.0,25.61,34.08,17.73,1.12,53.85
Ethiopia,Oromia,Nazareth,8.55,39.27,2022-10-01,ETB,teff,4616.67,20.09,28.53,11.44,1.48,61.21
Ethiopia,Oromia,Nazareth,8.55,39.27,2022-10-01,ETB,wheat,4278.5,20.09,28.53,11.44,1.48,61.21
Ethiopia,Oromia,Negele,5.34,39.57,2022-10-01,ETB,livestock_goat,2100.0,22.05,30.69,15.33,1.47,63.65
Ethiopia,Oromia,Negele,5.34,39.57,2022-10-01,ETB,maize,3400.0,22.05,30.69,15.33,1.47,63.65
Ethiopia,Gambela,Punido,7.75,34.43,2022-10-01,ETB,livestock_goat,3000.0,25.51,32.08,20.14,4.88,80.17
Ethiopia,Gambela,Punido,7.75,34.43,2022-10-01,ETB,maize,2800.0,25.51,32.08,20.14,4.88,80.17
Ethiopia,Oromia,Robe,7.13,40.0,2022-10-01,ETB,livestock_goat,2900.0,11.87,17.46,6.06,4.89,88.16
Ethiopia,Oromia,Robe,7.13,40.0,2022-10-01,ETB,maize,2880.0,11.87,17.46,6.06,4.89,88.16
Ethiopia,Oromia,Robe,7.13,40.0,2022-10-01,ETB,wheat,3807.48,11.87,17.46,6.06,4.89,88.16
Ethiopia,SNNPR,Sawla,6.3,36.88,2022-10-01,ETB,maize,2750.0,20.78,27.48,15.73,4.36,74.42
Ethiopia,SNNPR,Sawla,6.3,36.88,2022-10-01,ETB,wheat,4400.0,20.78,27.48,15.73,4.36,74.42
Ethiopia,Amhara,Sekota,12.63,39.03,2022-10-01,ETB,livestock_goat,4743.23,20.0,25.19,14.66,2.96,61.7
Ethiopia,Amhara,Sekota,12.63,39.03,2022-10-01,ETB,maize,3000.0,20.0,25.19,14.66,2.96,61.7
Ethiopia,Oromia,Shashemene,7.18,38.58,2022-10-01,ETB,livestock_goat,3300.0,15.16,21.75,8.18,5.95,83.36
Ethiopia,Oromia,Shashemene,7.18,38.58,2022-10-01,ETB,maize,2800.0,15.16,21.75,8.18,5.95,83.36
Ethiopia,Oromia,Shashemene,7.18,38.58,2022-10-01,ETB,teff,4900.0,15.16,21.75,8.18,5.95,83.36
Ethiopia,Oromia,Shashemene,7.18,38.58,2022-10-01,ETB,wheat,4382.6,15.16,21.75,8.18,5.95,83.36
Ethiopia,Amhara,Shewa Robit,12.02,39.64,2022-10-01,ETB,livestock_goat,4427.0,14.03,20.57,6.9,1.45,75.04
Ethiopia,Amhara,Shewa Robit,12.02,39.64,2022-10-01,ETB,maize,3164.0,14.03,20.57,6.9,1.45,75.04
Ethiopia,SNNPR,Sodo,6.85,37.75,2022-10-01,ETB,livestock_goat,4000.0,19.47,26.23,11.96,4.25,77.69
Ethiopia,SNNPR,Sodo,6.85,37.75,2022-10-01,ETB,maize,3125.0,19.47,26.23,11.96,4.25,77.69
Ethiopia,SNNPR,Sodo,6.85,37.75,2022-10-01,ETB,wheat,4123.0,19.47,26.23,11.96,4.25,77.69
Ethiopia,SNNPR,Turmi,4.97,36.48,2022-10-01,ETB,livestock_goat,1600.0,28.5,37.47,21.96,3.82,49.42
Ethiopia,SNNPR,Turmi,4.97,36.48,2022-10-01,ETB,maize,3050.0,28.5,37.47,21.96,3.82,49.42
Ethiopia,Afar,Werer,9.67,40.33,2022-10-01,ETB,livestock_goat,2100.0,26.56,35.21,17.7,0.46,45.79
Ethiopia,Afar,Werer,9.67,40.33,2022-10-01,ETB,maize,3500.0,26.56,35.21,17.7,0.46,45.79
Ethiopia,Oromia,Wolenchiti,8.67,39.43,2022-10-01,ETB,livestock_goat,2200.0,20.09,28.53,11.44,1.48,61.21
Ethiopia,Oromia,Wolenchiti,8.67,39.43,2022-10-01,ETB,maize,3000.0,20.09,28.53,11.44,1.48,61.21
Ethiopia,Oromia,Yabelo,4.88,38.08,2022-10-01,ETB,livestock_goat,3000.0,20.92,29.93,13.88,1.86,65.47
Ethiopia,Oromia,Yabelo,4.88,38.08,2022-10-01,ETB,maize,3500.0,20.92,29.93,13.88,1.86,65.47
Ethiopia,Addis Ababa,"Addis Ababa, Merkato",9.03333,38.7667,2022-10-01,ETB,livestock_goat,8260.0,14.31,22.21,5.43,2.05,77.89
Ethiopia,Addis Ababa,"Addis Ababa, Merkato",9.03333,38.7667,2022-10-01,ETB,maize,35.8,14.31,22.21,5.43,2.05,77.89
Ethiopia,Addis Ababa,"Addis Ababa, Merkato",9.03333,38.7667,2022-10-01,ETB,sorghum,43.4,14.31,22.21,5.43,2.05,77.89
Ethiopia,Addis Ababa,"Addis Ababa, Merkato",9.03333,38.7667,2022-10-01,ETB,sorghum,45.4,14.31,22.21,5.43,2.05,77.89
Ethiopia,Addis Ababa,"Addis Ababa, Merkato",9.03333,38.7667,2022-10-01,ETB,sorghum,50.6,14.31,22.21,5.43,2.05,77.89
Ethiopia,Addis Ababa,"Addis Ababa, Merkato",9.03333,38.7667,2022-10-01,ETB,teff,56.2,14.31,22.21,5.43,2.05,77.89
Ethiopia,Amhara,Bahir Dar,11.6,37.36667,2022-10-01,ETB,livestock_goat,5060.0,17.89,24.4,9.74,2.11,73.27
Ethiopia,Amhara,Bahir Dar,11.6,37.36667,2022-10-01,ETB,maize,26.5,17.89,24.4,9.74,2.11,73.27
Ethiopia,Amhara,Bahir Dar,11.6,37.36667,2022-10-01,ETB,sorghum,38.0,17.89,24.4,9.74,2.11,73.27
Ethiopia,Amhara,Bahir Dar,11.6,37.36667,2022-10-01,ETB,teff,43.6,17.89,24.4,9.74,2.11,73.27
Ethiopia,Somali,Chereti,5.33751,41.8825,2022-10-01,ETB,livestock_goat,1800.0,28.34,36.05,21.61,0.89,51.72
Ethiopia,Somali,Chereti,5.33751,41.8825,2022-10-01,ETB,maize,65.0,28.34,36.05,21.61,0.89,51.72
Ethiopia,Somali,Chereti,5.33751,41.8825,2022-10-01,ETB,sorghum,35.0,28.34,36.05,21.61,0.89,51.72
Ethiopia,Somali,Chereti,5.33751,41.8825,2022-10-01,ETB,sorghum,40.0,28.34,36.05,21.61,0.89,51.72
Ethiopia,Somali,Degehabour,8.22308,43.5654,2022-10-01,ETB,livestock_goat,2592.0,25.04,33.78,16.78,1.25,54.8
Ethiopia,Somali,Degehabour,8.22308,43.5654,2022-10-01,ETB,maize,74.0,25.04,33.78,16.78,1.25,54.8
Ethiopia,Somali,Degehabour,8.22308,43.5654,2022-10-01,ETB,sorghum,52.0,25.04,33.78,16.78,1.25,54.8
Ethiopia,Somali,Degehabour,8.22308,43.5654,2022-10-01,ETB,sorghum,104.0,25.04,33.78,16.78,1.25,54.8
Ethiopia,Somali,Degehabour,8.22308,43.5654,2022-10-01,ETB,sorghum,44.0,25.04,33.78,16.78,1.25,54.8
Ethiopia,Amhara,Dessie,11.138,39.6342,2022-10-01,ETB,livestock_goat,4560.0,12.07,18.41,5.03,3.44,81.35
Ethiopia,Amhara,Dessie,11.138,39.6342,2022-10-01,ETB,maize,25.5,12.07,18.41,5.03,3.44,81.35
Ethiopia,Amhara,Dessie,11.138,39.6342,2022-10-01,ETB,sorghum,41.2,12.07,18.41,5.03,3.44,81.35
Ethiopia,Amhara,Dessie,11.138,39.6342,2022-10-01,ETB,sorghum,42.7,12.07,18.41,5.03,3.44,81.35
Ethiopia,Amhara,Dessie,11.138,39.6342,2022-10-01,ETB,teff,46.6,12.07,18.41,5.03,3.44,81.35
Ethiopia,Dire Dawa,"Dire Dawa, Kezira",9.589,42.003,2022-10-01,ETB,livestock_goat,4500.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Dire Dawa,"Dire Dawa, Kezira",9.589,42.003,2022-10-01,ETB,maize,35.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Dire Dawa,"Dire Dawa, Kezira",9.589,42.003,2022-10-01,ETB,sorghum,45.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Dire Dawa,"Dire Dawa, Kezira",9.589,42.003,2022-10-01,ETB,teff,54.6,21.02,30.0,13.47,0.68,56.83
Ethiopia,Gambela,Gambella,8.15,34.3515,2022-10-01,ETB,livestock_goat,2420.0,25.51,32.08,20.14,4.88,80.17
Ethiopia,Gambela,Gambella,8.15,34.3515,2022-10-01,ETB,maize,30.4,25.51,32.08,20.14,4.88,80.17
Ethiopia,Gambela,Gambella,8.15,34.3515,2022-10-01,ETB,teff,58.4,25.51,32.08,20.14,4.88,80.17
Ethiopia,Somali,Gode,5.95278,43.5574,2022-10-01,ETB,livestock_goat,2060.0,29.43,36.83,22.46,0.35,48.57
Ethiopia,Somali,Gode,5.95278,43.5574,2022-10-01,ETB,maize,58.0,29.43,36.83,22.46,0.35,48.57
Ethiopia,Somali,Gode,5.95278,43.5574,2022-10-01,ETB,sorghum,99.0,29.43,36.83,22.46,0.35,48.57
Ethiopia,Somali,Gode,5.95278,43.5574,2022-10-01,ETB,sorghum,60.0,29.43,36.83,22.46,0.35,48.57
Ethiopia,SNNPR,Jinka,5.4721,36.3352,2022-10-01,ETB,livestock_goat,3650.0,21.6,29.45,15.95,4.5,70.28
Ethiopia,SNNPR,Jinka,5.4721,36.3352,2022-10-01,ETB,maize,27.98,21.6,29.45,15.95,4.5,70.28
Ethiopia,SNNPR,Jinka,5.4721,36.3352,2022-10-01,ETB,sorghum,33.3,21.6,29.45,15.95,4.5,70.28
Ethiopia,SNNPR,Jinka,5.4721,36.3352,2022-10-01,ETB,sorghum,41.6,21.6,29.45,15.95,4.5,70.28
Ethiopia,SNNPR,Jinka,5.4721,36.3352,2022-10-01,ETB,teff,55.0,21.6,29.45,15.95,4.5,70.28
Ethiopia,Oromia,"Nazareth, Adama",8.54103,39.2705,2022-10-01,ETB,livestock_goat,3930.0,20.09,28.53,11.44,1.48,61.21
Ethiopia,Oromia,"Nazareth, Adama",8.54103,39.2705,2022-10-01,ETB,maize,32.4,20.09,28.53,11.44,1.48,61.21
Ethiopia,Oromia,"Nazareth, Adama",8.54103,39.2705,2022-10-01,ETB,sorghum,40.4,20.09,28.53,11.44,1.48,61.21
Ethiopia,Oromia,"Nazareth, Adama",8.54103,39.2705,2022-10-01,ETB,sorghum,44.2,20.09,28.53,11.44,1.48,61.21
Ethiopia,Oromia,"Nazareth, Adama",8.54103,39.2705,2022-10-01,ETB,teff,52.4,20.09,28.53,11.44,1.48,61.21
Ethiopia,Oromia,Nekemte,9.08805,36.5474,2022-10-01,ETB,livestock_goat,4020.0,19.28,25.54,11.99,3.97,80.26
Ethiopia,Oromia,Nekemte,9.08805,36.5474,2022-10-01,ETB,maize,25.660000000000004,19.28,25.54,11.99,3.97,80.26
Ethiopia,Oromia,Nekemte,9.08805,36.5474,2022-10-01,ETB,sorghum,27.2,19.28,25.54,11.99,3.97,80.26
Ethiopia,Oromia,Nekemte,9.08805,36.5474,2022-10-01,ETB,sorghum,27.84,19.28,25.54,11.99,3.97,80.26
Ethiopia,Oromia,Nekemte,9.08805,36.5474,2022-10-01,ETB,teff,42.28,19.28,25.54,11.99,3.97,80.26
Ethiopia,Amhara,Sekota,12.6288,39.0367,2022-10-01,ETB,livestock_goat,5350.0,20.0,25.19,14.66,2.96,61.7
Ethiopia,Amhara,Sekota,12.6288,39.0367,2022-10-01,ETB,maize,31.5,20.0,25.19,14.66,2.96,61.7
Ethiopia,Amhara,Sekota,12.6288,39.0367,2022-10-01,ETB,sorghum,33.3,20.0,25.19,14.66,2.96,61.7
Ethiopia,Amhara,Sekota,12.6288,39.0367,2022-10-01,ETB,sorghum,47.3,20.0,25.19,14.66,2.96,61.7
Ethiopia,Amhara,Sekota,12.6288,39.0367,2022-10-01,ETB,sorghum,44.1,20.0,25.19,14.66,2.96,61.7
Ethiopia,Amhara,Sekota,12.6288,39.0367,2022-10-01,ETB,teff,60.0,20.0,25.19,14.66,2.96,61.7
Ethiopia,Oromia,Shashemene,7.19696,38.5989,2022-10-01,ETB,livestock_goat,3340.0,15.16,21.75,8.18,5.95,83.36
Ethiopia,Oromia,Shashemene,7.19696,38.5989,2022-10-01,ETB,maize,32.0,15.16,21.75,8.18,5.95,83.36
Ethiopia,Oromia,Shashemene,7.19696,38.5989,2022-10-01,ETB,sorghum,36.0,15.16,21.75,8.18,5.95,83.36
Ethiopia,Oromia,Shashemene,7.19696,38.5989,2022-10-01,ETB,sorghum,49.0,15.16,21.75,8.18,5.95,83.36
Ethiopia,Oromia,Shashemene,7.19696,38.5989,2022-10-01,ETB,teff,52.2,15.16,21.75,8.18,5.95,83.36
Ethiopia,SNNPR,Sikela,6.03618,37.5585,2022-10-01,ETB,livestock_goat,6520.0,20.84,27.46,15.39,4.38,69.9
Ethiopia,SNNPR,Sikela,6.03618,37.5585,2022-10-01,ETB,maize,42.6,20.84,27.46,15.39,4.38,69.9
Ethiopia,SNNPR,Sikela,6.03618,37.5585,2022-10-01,ETB,sorghum,56.8,20.84,27.46,15.39,4.38,69.9
Ethiopia,SNNPR,Sikela,6.03618,37.5585,2022-10-01,ETB,sorghum,46.8,20.84,27.46,15.39,4.38,69.9
Ethiopia,SNNPR,Sikela,6.03618,37.5585,2022-10-01,ETB,teff,55.6,20.84,27.46,15.39,4.38,69.9
Ethiopia,SNNPR,Sodo,6.86405,37.761,2022-10-01,ETB,livestock_goat,5750.0,19.47,26.23,11.96,4.25,77.69
Ethiopia,SNNPR,Sodo,6.86405,37.761,2022-10-01,ETB,maize,29.4,19.47,26.23,11.96,4.25,77.69
Ethiopia,SNNPR,Sodo,6.86405,37.761,2022-10-01,ETB,sorghum,29.7,19.47,26.23,11.96,4.25,77.69
Ethiopia,SNNPR,Sodo,6.86405,37.761,2022-10-01,ETB,teff,53.1,19.47,26.23,11.96,4.25,77.69
Ethiopia,Somali,Warder,6.97346,45.3418,2022-10-01,ETB,livestock_goat,2100.0,27.91,35.59,20.65,0.84,53.74
Ethiopia,Somali,Warder,6.97346,45.3418,2022-10-01,ETB,sorghum,83.0,27.91,35.59,20.65,0.84,53.74
Ethiopia,Somali,Warder,6.97346,45.3418,2022-10-01,ETB,teff,140.0,27.91,35.59,20.65,0.84,53.74
Ethiopia,Oromia,Yabelo,4.89343,38.0934,2022-10-01,ETB,livestock_goat,2440.0,20.92,29.93,13.88,1.86,65.47
Ethiopia,Oromia,Yabelo,4.89343,38.0934,2022-10-01,ETB,maize,33.26,20.92,29.93,13.88,1.86,65.47
Ethiopia,Oromia,Yabelo,4.89343,38.0934,2022-10-01,ETB,sorghum,33.97,20.92,29.93,13.88,1.86,65.47
Ethiopia,Oromia,Yabelo,4.89343,38.0934,2022-10-01,ETB,sorghum,36.28,20.92,29.93,13.88,1.86,65.47
Ethiopia,Oromia,Yabelo,4.89343,38.0934,2022-10-01,ETB,teff,48.824,20.92,29.93,13.88,1.86,65.47
Ethiopia,Addis Ababa,"Addis Ababa, Merkato",9.03333,38.7667,2022-10-01,ETB,livestock_goat,8500.0,14.31,22.21,5.43,2.05,77.89
Ethiopia,Addis Ababa,"Addis Ababa, Merkato",9.03333,38.7667,2022-10-01,ETB,maize,39.2,14.31,22.21,5.43,2.05,77.89
Ethiopia,Addis Ababa,"Addis Ababa, Merkato",9.03333,38.7667,2022-10-01,ETB,sorghum,42.0,14.31,22.21,5.43,2.05,77.89
Ethiopia,Addis Ababa,"Addis Ababa, Merkato",9.03333,38.7667,2022-10-01,ETB,sorghum,46.0,14.31,22.21,5.43,2.05,77.89
Ethiopia,Addis Ababa,"Addis Ababa, Merkato",9.03333,38.7667,2022-10-01,ETB,sorghum,51.2,14.31,22.21,5.43,2.05,77.89
Ethiopia,Addis Ababa,"Addis Ababa, Merkato",9.03333,38.7667,2022-10-01,ETB,teff,55.6,14.31,22.21,5.43,2.05,77.89
Ethiopia,Amhara,Bahir Dar,11.6,37.36667,2022-10-01,ETB,livestock_goat,5320.0,17.89,24.4,9.74,2.11,73.27
Ethiopia,Amhara,Bahir Dar,11.6,37.36667,2022-10-01,ETB,maize,26.3,17.89,24.4,9.74,2.11,73.27
Ethiopia,Amhara,Bahir Dar,11.6,37.36667,2022-10-01,ETB,sorghum,35.0,17.89,24.4,9.74,2.11,73.27
Ethiopia,Amhara,Bahir Dar,11.6,37.36667,2022-10-01,ETB,teff,43.2,17.89,24.4,9.74,2.11,73.27
Ethiopia,Somali,Chereti,5.33751,41.8825,2022-10-01,ETB,livestock_goat,2000.0,28.34,36.05,21.61,0.89,51.72
Ethiopia,Somali,Chereti,5.33751,41.8825,2022-10-01,ETB,maize,60.0,28.34,36.05,21.61,0.89,51.72
Ethiopia,Somali,Chereti,5.33751,41.8825,2022-10-01,ETB,sorghum,30.0,28.34,36.05,21.61,0.89,51.72
Ethiopia,Somali,Chereti,5.33751,41.8825,2022-10-01,ETB,sorghum,35.0,28.34,36.05,21.61,0.89,51.72
Ethiopia,Somali,Degehabour,8.22308,43.5654,2022-10-01,ETB,livestock_goat,2588.0,25.04,33.78,16.78,1.25,54.8
Ethiopia,Somali,Degehabour,8.22308,43.5654,2022-10-01,ETB,maize,73.0,25.04,33.78,16.78,1.25,54.8
Ethiopia,Somali,Degehabour,8.22308,43.5654,2022-10-01,ETB,sorghum,52.0,25.04,33.78,16.78,1.25,54.8
Ethiopia,Somali,Degehabour,8.22308,43.5654,2022-10-01,ETB,sorghum,104.0,25.04,33.78,16.78,1.25,54.8
Ethiopia,Somali,Degehabour,8.22308,43.5654,2022-10-01,ETB,sorghum,46.0,25.04,33.78,16.78,1.25,54.8
Ethiopia,Amhara,Dessie,11.138,39.6342,2022-10-01,ETB,livestock_goat,4180.0,12.07,18.41,5.03,3.44,81.35
Ethiopia,Amhara,Dessie,11.138,39.6342,2022-10-01,ETB,maize,26.3,12.07,18.41,5.03,3.44,81.35
Ethiopia,Amhara,Dessie,11.138,39.6342,2022-10-01,ETB,sorghum,40.3,12.07,18.41,5.03,3.44,81.35
Ethiopia,Amhara,Dessie,11.138,39.6342,2022-10-01,ETB,sorghum,42.7,12.07,18.41,5.03,3.44,81.35
Ethiopia,Amhara,Dessie,11.138,39.6342,2022-10-01,ETB,teff,47.2,12.07,18.41,5.03,3.44,81.35
Ethiopia,Dire Dawa,"Dire Dawa, Kezira",9.589,42.003,2022-10-01,ETB,livestock_goat,4900.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Dire Dawa,"Dire Dawa, Kezira",9.589,42.003,2022-10-01,ETB,maize,38.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Dire Dawa,"Dire Dawa, Kezira",9.589,42.003,2022-10-01,ETB,sorghum,48.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Dire Dawa,"Dire Dawa, Kezira",9.589,42.003,2022-10-01,ETB,sorghum,50.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Dire Dawa,"Dire Dawa, Kezira",9.589,42.003,2022-10-01,ETB,teff,58.0,21.02,30.0,13.47,0.68,56.83
Ethiopia,Gambela,Gambella,8.15,34.3515,2022-10-01,ETB,livestock_goat,2100.0,25.51,32.08,20.14,4.88,80.17
Ethiopia,Gambela,Gambella,8.15,34.3515,2022-10-01,ETB,maize,31.0,25.51,32.08,20.14,4.88,80.17
